敵編成ID,敵艦隊名,海域,海域,セル,難易度,陣形,敵1番艦,敵2番艦,敵3番艦,敵4番艦,敵5番艦,敵6番艦,敵1番艦名,敵2番艦名,敵3番艦名,敵4番艦名,敵5番艦名,敵6番艦名,経験値
124709250,敵水上打撃部隊,5,5,17,なし,単縦陣,562,527,555,559,564,564,戦艦レ級 elite,重巡リ級 flagship,軽巡ヘ級 flagship,雷巡チ級 flagship,駆逐イ級 flagship,駆逐イ級 flagship,450
3057993755,敵任務部隊本隊,5,5,18,なし,輪形陣,565,528,562,564,564,533,空母ヲ級改 flagship,空母ヲ級 flagship,戦艦レ級 elite,駆逐イ級 flagship,駆逐イ級 flagship,潜水ヨ級 elite,450
1030108434,敵任務部隊本隊,5,5,18,なし,輪形陣,565,565,548,564,564,535,空母ヲ級改 flagship,空母ヲ級改 flagship,南方棲戦姫,駆逐イ級 flagship,駆逐イ級 flagship,潜水ヨ級 flagship,450
1113780979,中部海域 敵遊撃部隊,6,1,3,なし,複縦陣,529,560,522,591,575,575,戦艦ル級 flagship,軽母ヌ級 flagship,重巡リ級 elite,軽巡ツ級,駆逐イ級後期型,駆逐イ級後期型,380
4053841869,中部海域 敵遊撃部隊,6,1,3,なし,単縦陣,529,560,527,591,576,576,戦艦ル級 flagship,軽母ヌ級 flagship,重巡リ級 flagship,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,380
650632132,中部海域 敵遊撃部隊,6,1,3,なし,複縦陣,529,560,527,591,576,576,戦艦ル級 flagship,軽母ヌ級 flagship,重巡リ級 flagship,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,380
2382125251,敵機動部隊,6,1,7,なし,輪形陣,579,579,527,591,576,576,空母ヲ級 flagship,空母ヲ級 flagship,重巡リ級 flagship,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,380
3753939345,敵機動部隊,6,1,7,なし,輪形陣,585,527,527,591,576,576,空母棲鬼,重巡リ級 flagship,重巡リ級 flagship,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,380
1098487904,敵機動部隊,6,1,7,なし,輪形陣,585,579,527,591,576,576,空母棲鬼,空母ヲ級 flagship,重巡リ級 flagship,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,380
2425368775,中部海域哨戒戦 D地点,6,1,8,なし,輪形陣,527,516,516,591,576,576,重巡リ級 flagship,駆逐ハ級 elite,駆逐ハ級 elite,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,380
1509313980,敵回航中空母,6,1,11,なし,複縦陣,579,527,592,592,578,578,空母ヲ級 flagship,重巡リ級 flagship,軽巡ツ級 elite,軽巡ツ級 elite,駆逐ニ級後期型,駆逐ニ級後期型,380
2621485100,中部海域哨戒戦 B地点,6,1,12,なし,複縦陣,555,516,516,575,575,-1,軽巡ヘ級 flagship,駆逐ハ級 elite,駆逐ハ級 elite,駆逐イ級後期型,駆逐イ級後期型,-,380
1728808324,中部海域哨戒戦 B地点,6,1,12,なし,複縦陣,555,517,517,575,575,-1,軽巡ヘ級 flagship,駆逐ニ級 elite,駆逐ニ級 elite,駆逐イ級後期型,駆逐イ級後期型,-,380
739769193,中部海域哨戒戦 B地点,6,1,12,なし,輪形陣,555,526,526,575,575,-1,軽巡ヘ級 flagship,輸送ワ級 elite,輸送ワ級 elite,駆逐イ級後期型,駆逐イ級後期型,-,380
1066768261,深海潜水艦隊,6,3,3,なし,単横陣,533,532,532,530,530,530,潜水ヨ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,100
1555977867,深海潜水艦隊,6,3,3,なし,梯形陣,533,532,532,530,530,530,潜水ヨ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,100
184949473,深海潜水艦隊,6,3,3,なし,梯形陣,533,533,530,530,530,-1,潜水ヨ級 elite,潜水ヨ級 elite,潜水カ級,潜水カ級,潜水カ級,-,90
4199098665,深海潜水艦隊,6,3,3,なし,梯形陣,571,533,532,530,530,-1,潜水ソ級 elite,潜水ヨ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,110
2894228802,深海潜水艦隊,6,3,3,なし,単横陣,571,533,532,530,530,-1,潜水ソ級 elite,潜水ヨ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,110
2673301912,深海哨戒水雷戦隊,6,3,5,なし,単縦陣,555,521,521,575,575,-1,軽巡ヘ級 flagship,雷巡チ級 elite,雷巡チ級 elite,駆逐イ級後期型,駆逐イ級後期型,-,200
3885910588,深海哨戒水雷戦隊,6,3,5,なし,単縦陣,555,521,521,575,575,575,軽巡ヘ級 flagship,雷巡チ級 elite,雷巡チ級 elite,駆逐イ級後期型,駆逐イ級後期型,駆逐イ級後期型,210
1459059536,深海哨戒水雷戦隊,6,3,5,なし,複縦陣,592,521,521,575,575,-1,軽巡ツ級 elite,雷巡チ級 elite,雷巡チ級 elite,駆逐イ級後期型,駆逐イ級後期型,-,220
1928037451,深海哨戒水雷戦隊,6,3,5,なし,単縦陣,592,521,521,575,575,-1,軽巡ツ級 elite,雷巡チ級 elite,雷巡チ級 elite,駆逐イ級後期型,駆逐イ級後期型,-,220
3605673354,留守泊地旗艦艦隊,6,3,10,なし,単縦陣,543,543,527,597,578,578,戦艦タ級 flagship,戦艦タ級 flagship,重巡リ級 flagship,駆逐棲姫,駆逐ニ級後期型,駆逐ニ級後期型,400
820951900,中部海域哨戒水雷戦隊 B群,6,4,2,なし,単縦陣,554,576,575,575,575,-1,軽巡ホ級 flagship,駆逐ロ級後期型,駆逐イ級後期型,駆逐イ級後期型,駆逐イ級後期型,-,130
437381214,中部海域哨戒水雷戦隊 B群,6,4,2,なし,単縦陣,554,576,576,575,575,-1,軽巡ホ級 flagship,駆逐ロ級後期型,駆逐ロ級後期型,駆逐イ級後期型,駆逐イ級後期型,-,140
1763400892,離島防衛低速戦艦部隊,6,4,3,なし,単縦陣,529,529,555,576,576,510,戦艦ル級 flagship,戦艦ル級 flagship,軽巡ヘ級 flagship,駆逐ロ級後期型,駆逐ロ級後期型,軽母ヌ級,190
3827043229,離島防衛低速戦艦部隊,6,4,3,なし,単縦陣,529,529,555,576,576,523,戦艦ル級 flagship,戦艦ル級 flagship,軽巡ヘ級 flagship,駆逐ロ級後期型,駆逐ロ級後期型,軽母ヌ級 elite,200
2503734810,離島陸上航空隊,6,4,6,なし,輪形陣,669,-1,-1,-1,-1,-1,離島棲姫,-,-,-,-,-,150
1426928301,離島陸上航空隊,6,4,6,なし,輪形陣,671,-1,-1,-1,-1,-1,離島棲姫,-,-,-,-,-,140
3697204202,離島守備隊,6,4,14,なし,単縦陣,671,667,666,665,653,558,離島棲姫,砲台小鬼,砲台小鬼,砲台小鬼,集積地棲姫,輸送ワ級 flagship,560
1102606243,離島守備隊,6,4,14,なし,単縦陣,672,667,666,665,656,554,離島棲姫,砲台小鬼,砲台小鬼,砲台小鬼,集積地棲姫-壊,軽巡ホ級 flagship,580
397517840,離島陸上航空隊,6,4,15,なし,輪形陣,669,-1,-1,-1,-1,-1,離島棲姫,-,-,-,-,-,120
4202201410,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,554,554,577,576,576,軽巡ヘ級 flagship,軽巡ホ級 flagship,軽巡ホ級 flagship,駆逐ハ級後期型,駆逐ロ級後期型,駆逐ロ級後期型,160
776795578,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,554,554,577,577,577,軽巡ヘ級 flagship,軽巡ホ級 flagship,軽巡ホ級 flagship,駆逐ハ級後期型,駆逐ハ級後期型,駆逐ハ級後期型,170
4276337319,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,554,575,575,575,575,軽巡ヘ級 flagship,軽巡ホ級 flagship,駆逐イ級後期型,駆逐イ級後期型,駆逐イ級後期型,駆逐イ級後期型,110
3574310913,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,554,576,576,576,576,軽巡ヘ級 flagship,軽巡ホ級 flagship,駆逐ロ級後期型,駆逐ロ級後期型,駆逐ロ級後期型,駆逐ロ級後期型,130
1595175557,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,554,577,576,576,576,軽巡ヘ級 flagship,軽巡ホ級 flagship,駆逐ハ級後期型,駆逐ロ級後期型,駆逐ロ級後期型,駆逐ロ級後期型,140
2705495063,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,554,577,577,576,576,軽巡ヘ級 flagship,軽巡ホ級 flagship,駆逐ハ級後期型,駆逐ハ級後期型,駆逐ロ級後期型,駆逐ロ級後期型,150
1090537475,先遣任務部隊 前衛艦隊,6,5,1,なし,単縦陣,555,555,554,554,577,577,軽巡ヘ級 flagship,軽巡ヘ級 flagship,軽巡ホ級 flagship,軽巡ホ級 flagship,駆逐ハ級後期型,駆逐ハ級後期型,180
264500609,先遣任務部隊,6,5,3,なし,輪形陣,618,543,592,591,576,576,空母ヲ級改 flagship,戦艦タ級 flagship,軽巡ツ級 elite,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,270
2878385420,先遣任務部隊,6,5,3,なし,輪形陣,618,543,595,591,576,576,空母ヲ級改 flagship,戦艦タ級 flagship,重巡ネ級 elite,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,270
858681533,先遣任務部隊,6,5,3,なし,輪形陣,618,543,595,592,577,577,空母ヲ級改 flagship,戦艦タ級 flagship,重巡ネ級 elite,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,300
1093810799,先遣任務部隊,6,5,3,なし,輪形陣,618,543,595,594,576,576,空母ヲ級改 flagship,戦艦タ級 flagship,重巡ネ級 elite,重巡ネ級,駆逐ロ級後期型,駆逐ロ級後期型,270
1018918520,深海護衛空母部隊 B群,6,5,4,なし,単縦陣,560,560,595,591,576,576,軽母ヌ級 flagship,軽母ヌ級 flagship,重巡ネ級 elite,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,240
2369432824,深海護衛空母部隊 B群,6,5,4,なし,複縦陣,560,560,595,591,576,576,軽母ヌ級 flagship,軽母ヌ級 flagship,重巡ネ級 elite,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,240
2265129233,深海護衛空母部隊 B群,6,5,4,なし,輪形陣,560,560,595,591,576,576,軽母ヌ級 flagship,軽母ヌ級 flagship,重巡ネ級 elite,軽巡ツ級,駆逐ロ級後期型,駆逐ロ級後期型,240
697240883,深海護衛空母部隊 B群,6,5,4,なし,複縦陣,560,560,595,592,577,577,軽母ヌ級 flagship,軽母ヌ級 flagship,重巡ネ級 elite,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,270
639804277,深海護衛空母部隊 B群,6,5,4,なし,輪形陣,560,560,595,592,577,577,軽母ヌ級 flagship,軽母ヌ級 flagship,重巡ネ級 elite,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,270
239334487,深海任務部隊 艦載機群,6,5,7,なし,輪形陣,586,615,615,592,577,577,空母棲姫,空母ヲ級 flagship,空母ヲ級 flagship,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,250
3743168219,深海任務部隊 艦載機群,6,5,7,なし,輪形陣,586,615,615,592,578,578,空母棲姫,空母ヲ級 flagship,空母ヲ級 flagship,軽巡ツ級 elite,駆逐ニ級後期型,駆逐ニ級後期型,250
